customer_id,age,gender,city,education,tenure_months,contract_type,payment_method,monthly_charges,total_charges,num_products,has_credit_card,is_active_member,estimated_salary,churned
11247,18.0,Female,Chennai,,49,Month-to-month,Credit card,95.73,4732.42,2,1,0,32770.68,0
11248,40.0,Male,Mumbai,High School,36,Two year,Electronic check,64.42,2321.06,2,0,1,80090.86,0
11249,22.0,Female,Bengaluru,High School,4,Two year,Electronic check,115.17,502.63,2,1,0,66060.0,0
11250,55.0,Male,Delhi,High School,0,One year,Mailed check,70.11,,2,1,1,70816.38,1
11251,62.0,Female,Bengaluru,PhD,13,One year,Bank transfer,36.18,520.31,2,1,0,75476.75,0
11252,32.0,Male,Hyderabad,High School,68,Month-to-month,Electronic check,52.63,,1,1,1,96372.04,0
11253,46.0,Male,Mumbai,Bachelors,69,Month-to-month,Bank transfer,56.8,3979.08,1,1,0,91511.45,0
11254,33.0,Male,Mumbai,PhD,29,One year,Bank transfer,78.03,2311.74,1,1,1,53505.66,0
11255,34.0,Male,Bengaluru,Bachelors,70,Two year,Electronic check,44.16,3086.95,2,1,1,68710.54,0
11256,52.0,Female,Pune,High School,3,One year,Mailed check,58.44,167.05,1,1,1,60132.53,0
11257,41.0,Female,Hyderabad,High School,70,Month-to-month,Mailed check,61.46,4391.35,1,1,1,32999.39,0
11258,65.0,Male,Bengaluru,Bachelors,16,Month-to-month,Mailed check,55.14,867.71,1,1,1,67593.85,0
11259,36.0,Male,Pune,Bachelors,2,Month-to-month,Credit card,82.85,,2,0,1,110584.6,0
11260,55.0,Male,Chennai,Bachelors,55,Two year,Mailed check,79.11,4331.98,1,0,0,32335.05,0
11261,43.0,Male,Hyderabad,High School,27,Month-to-month,Electronic check,90.66,2354.73,1,0,0,69470.64,0
11262,52.0,Female,Delhi,Masters,21,Month-to-month,Mailed check,57.72,1150.75,2,0,1,68764.96,0
11263,36.0,Male,Bengaluru,Masters,55,One year,Bank transfer,91.46,5050.6,3,1,0,76330.18,0
11264,41.0,Male,Delhi,Bachelors,24,Month-to-month,Mailed check,34.99,874.82,2,1,1,48820.05,0
11265,40.0,Female,Chennai,Bachelors,54,Month-to-month,Electronic check,34.46,1881.3,1,1,0,38647.57,0
11266,31.0,Female,Delhi,Bachelors,14,Month-to-month,Electronic check,38.3,593.5,2,0,1,39670.85,0
11267,51.0,Male,Hyderabad,High School,6,Month-to-month,Credit card,65.2,410.76,1,1,1,99280.54,0
11268,50.0,Female,Chennai,Masters,23,Month-to-month,Electronic check,91.45,2064.59,1,0,1,48380.91,0
11269,50.0,Male,Bengaluru,Bachelors,44,Month-to-month,Electronic check,467.84,2306.72,1,0,1,59009.63,0
11270,62.0,Female,Mumbai,High School,16,Month-to-month,Credit card,54.51,880.64,1,1,1,116301.92,0
11271,61.0,Male,Mumbai,Masters,10,One year,Bank transfer,60.25,573.72,2,0,0,53846.38,0
11272,37.0,Male,Hyderabad,PhD,54,One year,Electronic check,77.6,4214.03,1,1,0,77532.79,0
11273,47.0,Male,Mumbai,High School,36,One year,Electronic check,54.49,1965.61,2,1,1,93403.86,0
11274,34.0,Female,Mumbai,Bachelors,31,One year,Mailed check,53.26,1620.81,2,1,0,92345.84,0
11275,42.0,Female,Delhi,PhD,17,One year,Bank transfer,35.4,592.91,1,0,0,40705.32,0
11276,,Female,Bengaluru,High School,1,Month-to-month,Electronic check,52.42,123.1,1,1,0,54306.25,0
11277,63.0,Female,Bengaluru,Masters,3,Month-to-month,Bank transfer,90.9,341.74,2,1,0,76652.01,0
11278,47.0,Female,Mumbai,Bachelors,49,One year,Electronic check,67.0,3292.41,1,1,0,112438.38,0
11279,39.0,Female,Bengaluru,Bachelors,5,Month-to-month,Electronic check,48.72,246.46,1,1,0,53246.77,1
11280,58.0,Male,Delhi,High School,18,Month-to-month,Bank transfer,92.2,1587.95,1,0,0,59140.51,0
11281,18.0,Male,Bengaluru,High School,66,Month-to-month,Bank transfer,52.13,3526.55,1,1,1,79230.64,0
11282,18.0,Female,Chennai,Bachelors,25,Two year,Bank transfer,96.24,2457.82,1,0,0,83632.48,0
11283,,Female,Mumbai,High School,54,Two year,Electronic check,95.88,5215.12,3,1,0,,0
11284,43.0,Female,Bengaluru,Bachelors,25,Month-to-month,Mailed check,66.23,1542.01,1,1,1,51380.17,0
11285,45.0,Female,Mumbai,High School,68,Month-to-month,Electronic check,32.03,2180.09,1,0,1,58294.94,0
11286,25.0,Female,Mumbai,,59,Month-to-month,Electronic check,115.37,6800.47,2,0,1,74741.03,1
11287,42.0,Male,Bengaluru,High School,34,Month-to-month,Mailed check,73.52,2533.82,2,1,1,97770.85,0
11288,68.0,Female,Hyderabad,Bachelors,49,Month-to-month,Bank transfer,57.87,2813.08,2,1,1,,0
11289,53.0,Female,Bengaluru,High School,30,Month-to-month,Credit card,86.03,2569.31,1,1,1,69509.36,0
11290,44.0,Female,Pune,Masters,68,One year,Credit card,80.45,5501.57,4,1,0,47429.57,0
11291,36.0,Female,Chennai,High School,26,Two year,Bank transfer,93.84,2401.16,1,1,1,110990.99,0
11292,,Male,Mumbai,High School,61,Month-to-month,Credit card,50.43,3047.53,1,0,1,73393.78,0
11293,18.0,Female,Bengaluru,Bachelors,44,Month-to-month,Electronic check,72.01,3178.11,2,1,1,,1
11294,45.0,Male,Bengaluru,Masters,46,One year,Credit card,38.91,1856.78,1,1,0,,0
11295,53.0,Female,Bengaluru,High School,25,Month-to-month,Electronic check,79.66,2031.92,2,1,1,71875.88,0
11296,22.0,Female,Delhi,Bachelors,60,Month-to-month,Mailed check,64.5,3923.77,3,1,0,36993.2,1
11297,,Male,Pune,High School,54,Month-to-month,Electronic check,71.18,3846.89,1,1,1,22683.24,0
11298,27.0,Male,Delhi,PhD,59,One year,Mailed check,61.78,3719.77,1,0,1,97541.91,0
11299,29.0,Male,Chennai,High School,58,Month-to-month,Bank transfer,59.48,3362.78,1,1,1,71717.28,0
11300,43.0,Female,Bengaluru,High School,11,Month-to-month,Electronic check,45.9,606.01,1,0,0,74541.42,0
11301,18.0,Male,Chennai,Bachelors,63,One year,Credit card,82.39,5298.16,2,1,0,42520.82,0
11302,50.0,Male,Delhi,High School,61,Month-to-month,Credit card,97.77,,3,1,1,50132.59,0
11303,52.0,Male,Mumbai,Bachelors,17,Two year,Bank transfer,52.75,938.36,2,0,1,93370.64,0
11304,39.0,Male,Bengaluru,Masters,71,Month-to-month,Electronic check,77.18,5477.88,4,1,0,108283.16,0
11305,18.0,Female,Bengaluru,Masters,38,Month-to-month,Bank transfer,74.51,2820.9,1,1,1,56331.97,0
11306,29.0,Female,Mumbai,High School,23,Month-to-month,Electronic check,65.18,1468.6,1,0,1,84772.63,0
11307,58.0,Female,Hyderabad,High School,16,Two year,Electronic check,31.41,500.11,1,1,0,74180.55,0
11308,18.0,Male,Chennai,High School,26,Month-to-month,Electronic check,36.36,973.16,2,1,0,,0
11309,37.0,Female,Chennai,Bachelors,2,Month-to-month,Mailed check,47.82,116.63,1,1,1,110743.1,0
11310,27.0,Male,Delhi,Bachelors,50,Month-to-month,Electronic check,17.94,996.33,1,1,1,60029.56,0
11311,52.0,Female,Delhi,Bachelors,51,Two year,Electronic check,95.98,4899.99,1,1,1,97295.68,0
11312,33.0,Male,Chennai,Masters,48,Two year,Mailed check,73.09,3433.88,1,1,1,78391.31,0
11313,47.0,Female,Pune,Bachelors,40,One year,Bank transfer,64.34,2655.82,2,1,0,69628.43,0
11314,49.0,Female,Mumbai,Bachelors,26,Month-to-month,Credit card,16.81,376.01,3,0,1,100184.38,0
11315,66.0,Female,Mumbai,Bachelors,52,Month-to-month,Credit card,24.87,1265.27,1,1,1,76382.96,0
11316,39.0,Female,Mumbai,Bachelors,63,Month-to-month,Electronic check,64.95,4105.44,1,1,0,67878.59,0
11317,47.0,Male,Delhi,Bachelors,6,Month-to-month,Credit card,108.35,670.96,1,0,0,100347.73,0
11318,23.0,Female,Chennai,High School,27,Two year,Bank transfer,49.63,1267.74,1,1,1,97483.77,0
11319,57.0,Male,Mumbai,High School,72,One year,Electronic check,84.0,6010.68,1,0,0,96443.19,0
11320,32.0,Female,Hyderabad,Masters,62,Month-to-month,Mailed check,54.44,3301.24,2,1,1,15000.0,0
11321,35.0,Female,Mumbai,Masters,72,One year,Mailed check,66.22,4798.93,2,0,0,79683.89,0
11322,42.0,Female,Mumbai,,13,Month-to-month,Mailed check,91.72,1251.53,2,1,0,,0
11323,,Female,Bengaluru,High School,33,Month-to-month,Credit card,57.39,1832.78,2,0,1,69233.01,1
11324,45.0,Female,Bengaluru,Masters,9,Month-to-month,Mailed check,49.82,498.16,1,1,0,83415.15,0
11325,55.0,Male,Delhi,Bachelors,63,Month-to-month,Electronic check,96.2,6107.14,2,1,0,75732.25,0
11326,46.0,Female,Delhi,High School,37,Month-to-month,Bank transfer,66.0,2409.05,2,0,0,84911.76,0
11327,21.0,Female,Delhi,Masters,17,Month-to-month,Credit card,89.01,,1,0,1,64104.84,0
11328,40.0,Female,Pune,Masters,6,Two year,Bank transfer,49.92,245.96,1,1,1,102959.97,0
11329,52.0,Male,Chennai,High School,53,Two year,Mailed check,95.95,5055.59,1,0,0,87136.77,0
11330,18.0,Male,Bengaluru,Bachelors,59,Month-to-month,Credit card,71.02,4267.26,1,0,1,81935.58,0
11331,28.0,Male,Pune,Masters,64,One year,Electronic check,74.57,4766.56,1,1,1,80861.52,0
11332,53.0,Male,Bengaluru,Bachelors,70,Month-to-month,Bank transfer,67.9,4702.66,1,1,0,,0
11333,46.0,Male,Mumbai,Bachelors,59,Month-to-month,Credit card,53.88,3186.31,3,0,0,92477.13,0
11334,47.0,Male,Bengaluru,High School,57,Month-to-month,Credit card,64.96,3637.95,3,1,1,67519.01,0
11335,66.0,Female,Chennai,Bachelors,59,Month-to-month,Electronic check,55.26,3286.06,2,0,0,91786.83,0
11336,48.0,Female,Hyderabad,Masters,72,Month-to-month,Credit card,86.11,6151.04,2,1,1,73829.15,0
11337,51.0,Male,Pune,Bachelors,33,One year,Electronic check,60.53,1955.86,4,0,0,112172.39,0
11338,77.0,Female,Bengaluru,Bachelors,55,One year,Bank transfer,32.08,1783.17,1,1,1,94150.01,0
11339,,Male,Pune,Bachelors,59,Month-to-month,Bank transfer,28.05,1742.46,1,0,0,56236.59,0
11340,,Male,Hyderabad,Bachelors,8,Month-to-month,Electronic check,27.01,325.97,2,1,0,121275.64,0
11341,48.0,Male,Chennai,Masters,50,One year,Electronic check,78.6,3878.01,3,0,0,,0
11342,48.0,Female,Pune,Masters,24,Two year,Bank transfer,39.67,922.25,2,1,1,84021.8,0
11343,,Male,Delhi,Bachelors,9,Month-to-month,Electronic check,71.6,670.18,1,1,0,54682.56,1
11344,29.0,Female,Bengaluru,PhD,12,Month-to-month,Mailed check,68.0,874.44,2,1,0,111407.97,0
11345,72.0,Male,Delhi,Bachelors,8,Two year,Bank transfer,63.58,400.44,1,0,0,75561.73,0
11346,,Male,Chennai,Bachelors,65,Month-to-month,Bank transfer,74.64,4855.97,1,1,0,52536.5,0
11347,32.0,Male,Bengaluru,Bachelors,56,One year,Credit card,68.48,3810.52,1,1,1,64137.12,0
11348,,Male,Mumbai,High School,7,Month-to-month,Credit card,10.0,0.0,2,0,0,54293.51,0
11349,41.0,Female,Delhi,High School,45,Two year,Credit card,57.88,2537.74,1,0,1,63272.91,0
11350,39.0,Female,Mumbai,Bachelors,48,Two year,Mailed check,74.35,3540.41,1,1,1,62769.75,1
11351,49.0,Male,Delhi,Bachelors,37,Month-to-month,Electronic check,101.09,3743.27,2,1,1,53474.57,0
11352,25.0,Female,Mumbai,PhD,44,Month-to-month,Bank transfer,102.1,4542.81,1,1,1,75941.4,0
11353,47.0,Female,Pune,Masters,66,One year,Credit card,35.01,2328.38,2,1,0,78606.93,0
11354,,Male,Bengaluru,Masters,37,Month-to-month,Credit card,57.31,2167.85,1,1,1,48081.26,0
11355,48.0,Female,Pune,High School,48,Month-to-month,Bank transfer,30.55,,2,0,1,33518.09,0
11356,37.0,Male,Mumbai,High School,41,Month-to-month,Credit card,98.44,4000.79,1,1,1,76841.04,0
11357,35.0,Male,Delhi,High School,28,Month-to-month,Mailed check,87.28,2434.65,3,1,1,81702.25,0
11358,37.0,Female,Pune,Bachelors,65,Two year,Mailed check,72.71,4760.93,3,1,1,86064.77,0
11359,39.0,Female,Hyderabad,High School,30,Month-to-month,Electronic check,68.65,2111.13,1,1,0,,0
11360,37.0,Male,Mumbai,High School,58,Month-to-month,Bank transfer,95.37,5524.07,2,1,0,104599.77,0
11361,54.0,Male,Chennai,High School,44,One year,Mailed check,91.65,3986.14,2,1,1,91935.49,0
11362,,Female,Mumbai,Bachelors,50,One year,Electronic check,90.48,4540.78,1,0,1,128956.22,0
11363,53.0,Female,Delhi,PhD,55,Month-to-month,Electronic check,75.05,4151.65,2,1,0,138214.24,1
11364,37.0,Male,Hyderabad,High School,53,Month-to-month,Mailed check,57.32,3099.6,3,0,1,31321.74,0
11365,47.0,Female,Hyderabad,High School,41,Month-to-month,Mailed check,81.88,3323.14,1,0,0,21662.95,1
11366,27.0,Male,Hyderabad,Bachelors,44,Two year,Credit card,82.95,3616.41,3,1,0,69837.39,0
11367,59.0,Female,Mumbai,Bachelors,37,Month-to-month,Credit card,60.81,2287.78,1,1,0,81093.11,0
11368,58.0,Female,Mumbai,Bachelors,24,Month-to-month,Electronic check,57.27,1354.11,3,1,0,68330.53,0
11369,54.0,Male,Delhi,High School,53,Two year,Electronic check,89.93,4743.81,4,0,1,85478.77,0
11370,22.0,Male,Delhi,High School,64,Month-to-month,Electronic check,101.61,6565.75,1,1,0,64054.67,0
11371,53.0,Male,Mumbai,Bachelors,51,Two year,Electronic check,48.51,2405.46,1,1,1,54733.08,0
11372,,Female,Hyderabad,High School,56,One year,Bank transfer,59.21,3418.57,2,1,1,58056.4,0
11373,21.0,Female,Chennai,Bachelors,60,Month-to-month,Bank transfer,72.72,4332.57,3,0,1,65596.3,0
11374,42.0,Female,Pune,Masters,26,Two year,Electronic check,75.71,2011.8,1,1,0,88557.27,0
11375,,Male,Chennai,PhD,4,Month-to-month,Bank transfer,53.51,208.6,1,0,0,59291.7,0
11376,49.0,Male,Mumbai,Bachelors,24,Two year,Credit card,106.44,2568.13,2,1,1,63642.69,0
11377,44.0,Male,Bengaluru,Masters,55,Month-to-month,Electronic check,74.29,4072.81,1,0,1,82544.77,0
11378,46.0,Male,Pune,Bachelors,59,Month-to-month,Credit card,76.69,4567.54,2,1,0,65626.48,0
11379,61.0,Female,Mumbai,High School,37,Month-to-month,Electronic check,103.7,3819.53,2,1,1,94567.63,0
11380,58.0,Female,Mumbai,High School,56,Month-to-month,Electronic check,55.12,3058.07,4,0,1,49770.86,1
11381,18.0,Female,Delhi,Bachelors,5,Month-to-month,Mailed check,63.05,405.92,1,0,0,,0
11382,38.0,Male,Bengaluru,Masters,47,Month-to-month,Electronic check,37.43,1760.68,3,1,0,,0
11383,,Female,Pune,Masters,49,Month-to-month,Electronic check,61.21,2965.51,2,1,1,78894.35,0
11384,19.0,Male,Bengaluru,Bachelors,37,Month-to-month,Electronic check,32.24,1118.37,3,1,1,50970.89,0
11385,43.0,Female,Bengaluru,Masters,52,Month-to-month,Electronic check,81.45,4328.68,1,1,0,99559.1,0
11386,58.0,Male,Bengaluru,High School,35,One year,Bank transfer,74.24,2570.8,2,1,1,112348.61,0
11387,28.0,Male,Chennai,Bachelors,38,One year,Electronic check,58.9,2341.29,2,1,0,56187.21,0
11388,46.0,Female,Delhi,High School,44,One year,Electronic check,62.79,2782.7,2,1,1,102720.61,0
11389,30.0,Male,Bengaluru,Bachelors,57,One year,Bank transfer,81.75,4666.89,1,1,1,17593.09,0
11390,33.0,Female,Pune,Masters,18,Month-to-month,Bank transfer,40.01,728.67,1,1,1,93674.47,0
11391,61.0,Female,Pune,Bachelors,21,Month-to-month,Bank transfer,69.49,1570.09,1,0,1,51129.22,0
11392,35.0,Male,Delhi,High School,30,One year,Mailed check,80.39,2302.09,1,1,1,91473.6,0
11393,48.0,Male,Mumbai,PhD,14,Month-to-month,Credit card,25.79,371.78,2,0,0,48851.93,0
11394,18.0,Male,Pune,High School,24,One year,Electronic check,80.07,1908.42,3,1,1,68493.27,0
11395,66.0,Female,Pune,High School,25,Month-to-month,Credit card,28.17,693.6,2,0,1,52177.46,0
11396,50.0,Male,Mumbai,Bachelors,22,Month-to-month,Mailed check,62.41,1380.49,1,1,1,65294.62,0
11397,40.0,Male,Mumbai,Bachelors,29,Month-to-month,Credit card,39.41,1129.58,1,1,0,110258.33,0
11398,49.0,Male,Mumbai,Bachelors,36,One year,Electronic check,96.49,3483.05,1,1,0,67625.37,0
11399,24.0,Male,Bengaluru,Masters,50,Two year,Credit card,39.54,1975.82,1,1,1,116426.64,0
11400,57.0,Male,Delhi,High School,22,One year,Credit card,28.7,565.72,2,0,0,61512.12,0
11401,38.0,Male,Mumbai,Bachelors,61,One year,Electronic check,67.93,4162.8,1,1,1,102818.82,0
11402,39.0,Male,Chennai,High School,34,One year,Mailed check,55.9,1936.4,1,1,1,,0
11403,36.0,Female,Mumbai,High School,52,Two year,Electronic check,31.9,1631.7,2,1,0,63696.8,0
11404,34.0,Female,Pune,High School,8,Two year,Electronic check,76.57,705.95,1,1,0,58205.58,0
11405,51.0,Male,Delhi,High School,12,Month-to-month,Mailed check,21.19,321.06,1,1,0,103829.52,1
11406,45.0,Female,Delhi,Bachelors,33,Month-to-month,Mailed check,42.2,,1,1,0,74075.47,0
11407,50.0,Male,Pune,Masters,26,Two year,Mailed check,52.35,1402.69,1,1,1,24062.17,0
11408,42.0,Male,Mumbai,Masters,36,One year,Electronic check,82.65,2976.9,2,1,0,41177.15,0
11409,49.0,Male,Mumbai,Bachelors,11,Month-to-month,Electronic check,93.5,1085.57,1,1,0,47721.43,1
11410,37.0,Male,Delhi,Bachelors,34,One year,Electronic check,89.26,3113.38,2,1,1,90549.11,0
11411,71.0,Female,Bengaluru,High School,50,Month-to-month,Electronic check,61.63,3121.9,1,1,1,87710.16,0
11412,22.0,Male,Bengaluru,High School,53,Two year,Mailed check,11.6,586.29,1,1,0,63391.21,0
11413,58.0,Female,Pune,Bachelors,18,Month-to-month,Electronic check,73.6,1322.82,2,0,0,57932.78,0
11414,60.0,Male,Pune,Bachelors,25,Two year,Credit card,97.35,2462.43,1,1,1,85760.54,0
11415,31.0,Male,Mumbai,Bachelors,38,One year,Bank transfer,92.14,3543.21,1,0,1,45150.49,0
11416,71.0,Female,Mumbai,Masters,37,Month-to-month,Credit card,75.18,2777.79,1,1,1,80068.72,0
11417,55.0,Male,Bengaluru,High School,57,Two year,Electronic check,38.83,2184.97,1,1,0,78195.4,0
11418,55.0,Male,Pune,High School,28,Month-to-month,Electronic check,53.44,1575.53,1,1,1,63959.03,1
11419,42.0,Male,Delhi,PhD,48,One year,Electronic check,107.54,,4,1,1,78748.92,0
11420,39.0,Male,Delhi,Bachelors,64,Month-to-month,Mailed check,33.83,2118.05,1,1,1,72246.08,0
11421,39.0,Female,Mumbai,PhD,21,Month-to-month,Credit card,39.75,768.39,1,1,1,80943.23,0
11422,47.0,Female,Pune,High School,60,One year,Bank transfer,85.74,5097.22,1,1,1,40649.75,0
11423,60.0,Female,Mumbai,High School,24,One year,Credit card,55.51,1394.61,1,1,0,83519.04,0
11424,44.0,Female,Bengaluru,Bachelors,24,Two year,Credit card,39.0,1000.04,2,1,1,,0
11425,30.0,Male,Mumbai,High School,47,One year,Mailed check,98.62,4631.44,2,0,1,77060.93,0
11426,53.0,Female,Bengaluru,Masters,45,Month-to-month,Mailed check,75.14,3406.12,4,0,0,83226.75,0
11427,,Female,Delhi,Bachelors,40,Two year,Electronic check,56.6,2263.47,1,0,0,67581.78,0
11428,51.0,Male,Bengaluru,Bachelors,16,Two year,Bank transfer,39.79,577.04,1,1,0,89609.32,0
11429,52.0,Female,Mumbai,Bachelors,7,Two year,Bank transfer,110.04,881.19,2,1,1,71435.44,0
11430,38.0,Male,Mumbai,High School,66,Two year,Electronic check,64.46,4323.1,1,1,1,44745.29,0
11431,30.0,Male,Mumbai,Bachelors,63,One year,Credit card,95.74,6049.34,1,1,1,88044.76,0
11432,31.0,Male,Chennai,High School,64,One year,Credit card,84.66,5375.45,1,1,1,34048.78,0
11433,21.0,Male,Hyderabad,Bachelors,37,One year,Credit card,53.54,1969.73,1,1,1,76221.15,0
11434,45.0,Male,Mumbai,Bachelors,64,Month-to-month,Electronic check,53.72,3403.46,2,1,1,,0
11435,41.0,Female,Delhi,Masters,34,Two year,Bank transfer,96.82,3296.76,3,1,0,60141.23,0
11436,,Male,Delhi,Bachelors,5,Month-to-month,Bank transfer,97.18,,2,0,0,73783.75,0
11437,18.0,Male,Mumbai,Masters,14,Month-to-month,Electronic check,23.71,314.88,1,1,1,54395.66,0
11438,26.0,Male,Chennai,High School,19,Month-to-month,Electronic check,77.1,1392.18,2,1,1,81268.53,0
11439,57.0,Female,Delhi,Bachelors,27,Month-to-month,Electronic check,62.33,1789.51,2,0,1,71249.53,0
11440,,Female,Hyderabad,Bachelors,68,One year,Electronic check,42.27,2886.24,2,1,1,,0
11441,,Male,Bengaluru,High School,24,Month-to-month,Bank transfer,70.76,1721.07,1,1,1,99439.95,0
11442,24.0,Female,Pune,High School,44,Month-to-month,Credit card,35.31,1532.52,3,1,0,74505.22,0
11443,61.0,Female,Hyderabad,Bachelors,19,Month-to-month,Credit card,54.74,961.96,1,1,0,83877.62,0
11444,40.0,Female,Mumbai,Bachelors,46,One year,Electronic check,47.43,2177.61,2,0,0,101164.95,0
11445,46.0,Female,Mumbai,,41,Month-to-month,Bank transfer,54.0,2197.84,2,1,1,100803.93,0
11446,72.0,Male,Delhi,Bachelors,10,Month-to-month,Electronic check,63.43,669.78,3,0,1,,0
11447,62.0,Male,Mumbai,High School,33,Month-to-month,Electronic check,42.66,1453.08,3,1,0,63341.52,0
11448,38.0,Female,Delhi,Bachelors,7,Two year,Credit card,99.61,735.52,1,1,1,38546.52,0
11449,34.0,Female,Pune,High School,64,Month-to-month,Credit card,75.85,4903.81,2,1,1,74547.2,0
11450,38.0,Male,Mumbai,Bachelors,51,Two year,Credit card,104.48,5418.66,1,1,0,94080.85,0
11451,49.0,Female,Hyderabad,Masters,68,Month-to-month,Mailed check,61.48,4200.13,2,0,1,77794.93,0
11452,41.0,Female,Delhi,Masters,63,Month-to-month,Bank transfer,52.93,3389.55,1,1,0,15000.0,0
11453,37.0,Male,Mumbai,Bachelors,16,Two year,Mailed check,103.69,1683.73,1,1,1,89141.37,0
11454,61.0,Female,Mumbai,Bachelors,51,One year,Bank transfer,52.28,2571.28,3,1,1,90492.98,0
11455,41.0,Male,Mumbai,Masters,7,Month-to-month,Electronic check,61.08,419.83,2,0,0,63373.11,0
11456,72.0,Male,Delhi,Bachelors,70,One year,Electronic check,80.84,5615.41,1,0,1,91743.96,0
11457,43.0,Male,Pune,High School,57,Month-to-month,Credit card,37.77,2164.46,1,1,1,83815.24,0
11458,65.0,Male,Bengaluru,Masters,49,Month-to-month,Electronic check,80.65,3912.3,1,1,0,,0
11459,47.0,Male,Mumbai,,72,Month-to-month,Credit card,77.83,5634.04,1,1,1,97968.62,0
11460,55.0,Male,Mumbai,Bachelors,61,Month-to-month,Electronic check,92.93,5717.78,1,1,1,42115.51,0
11461,33.0,Male,Pune,Masters,63,Month-to-month,Credit card,84.58,5388.72,3,1,1,68740.62,0
11462,31.0,Male,Mumbai,,7,Month-to-month,Credit card,93.6,736.16,1,1,0,66545.95,0
11463,48.0,Male,Delhi,Masters,1,Two year,Electronic check,62.57,0.0,1,1,0,51840.36,1
11464,55.0,Male,Chennai,Bachelors,70,Month-to-month,Mailed check,46.02,3161.45,2,1,0,76683.47,0
11465,43.0,Male,Bengaluru,Bachelors,18,Month-to-month,Credit card,111.42,2151.95,1,1,0,,0
11466,25.0,Female,Mumbai,Bachelors,31,Month-to-month,Electronic check,31.41,1024.19,1,0,1,97450.32,0
11467,24.0,Female,Hyderabad,High School,3,Two year,Electronic check,33.62,112.08,1,0,1,,0
11468,23.0,Female,Delhi,Bachelors,45,Month-to-month,Electronic check,77.43,,1,1,0,,0
11469,19.0,Female,Bengaluru,Bachelors,59,Month-to-month,Electronic check,100.75,5941.41,1,0,1,40609.05,0
11470,43.0,Male,Mumbai,High School,61,Two year,Electronic check,69.17,4122.68,2,0,1,73655.72,0
11471,57.0,Male,Chennai,Masters,42,Month-to-month,Electronic check,86.98,3614.54,1,0,1,69246.83,0
11472,42.0,Male,Bengaluru,High School,48,Month-to-month,Electronic check,21.09,1006.73,2,1,1,59042.24,0
11473,18.0,Female,Mumbai,Masters,37,One year,Credit card,54.01,1962.58,3,1,0,111917.11,1
11474,40.0,Female,Bengaluru,Bachelors,32,Month-to-month,Electronic check,23.77,731.38,2,1,1,72328.92,0
11475,40.0,Female,Delhi,Bachelors,40,Month-to-month,Electronic check,82.17,3414.74,3,1,0,81933.08,0
11476,69.0,Female,Pune,Masters,68,One year,Credit card,30.96,2092.7,3,1,0,91733.67,0
11477,23.0,Male,Mumbai,Bachelors,18,Two year,Credit card,36.89,677.93,2,1,1,71209.09,0
11478,37.0,Female,Delhi,Bachelors,34,Two year,Mailed check,76.31,2606.67,1,1,0,127003.37,0
11479,64.0,Female,Hyderabad,,43,One year,Mailed check,88.36,3828.95,1,0,0,49311.81,0
11480,48.0,Female,Mumbai,Bachelors,41,Month-to-month,Mailed check,61.5,2497.64,2,1,0,56666.43,0
11481,49.0,Male,Delhi,Masters,2,One year,Credit card,77.54,217.43,2,0,0,49257.83,1
11482,,Male,Chennai,Bachelors,20,Two year,Credit card,76.83,1558.78,2,1,0,104378.48,0
11483,46.0,Male,Hyderabad,High School,47,One year,Electronic check,60.26,2767.86,2,1,0,87645.89,0
11484,52.0,Male,Delhi,Masters,50,Month-to-month,Mailed check,40.92,,2,1,0,58028.66,0
11485,31.0,Male,Delhi,Bachelors,53,Two year,Bank transfer,77.43,4095.18,2,0,1,50994.72,0
11486,53.0,Male,Bengaluru,Bachelors,72,Two year,Credit card,78.49,5640.37,2,1,1,100467.59,0
11487,24.0,Male,Chennai,Masters,49,Month-to-month,Electronic check,84.67,4174.29,1,1,1,,0
11488,46.0,Male,Hyderabad,Bachelors,42,One year,Credit card,71.87,3050.28,1,1,1,101029.2,0
11489,44.0,Female,Bengaluru,Bachelors,24,Two year,Credit card,39.29,968.79,1,0,1,68676.71,0
11490,34.0,Male,Chennai,Bachelors,27,Month-to-month,Mailed check,80.19,2182.08,1,1,1,81253.78,0
11491,42.0,Female,Delhi,High School,60,Two year,Mailed check,64.97,3902.48,1,1,0,76605.01,1
11492,34.0,Female,Delhi,High School,34,Month-to-month,Mailed check,54.38,1741.36,1,1,0,56269.55,0
11493,28.0,Male,Hyderabad,Masters,52,Month-to-month,Credit card,58.52,3081.93,3,1,1,66828.83,0
11494,37.0,Male,Delhi,Masters,9,Two year,Bank transfer,49.81,472.71,1,1,1,43945.33,0
11495,28.0,Male,Bengaluru,High School,9,Two year,Credit card,84.55,711.71,2,0,1,80870.35,0
11496,46.0,Male,Mumbai,High School,15,Month-to-month,Credit card,33.8,521.03,1,1,1,86747.47,0
11497,27.0,Male,Bengaluru,High School,14,Two year,Bank transfer,43.14,636.36,2,0,0,91783.55,0
11498,51.0,Female,Bengaluru,Bachelors,44,One year,Electronic check,57.77,2600.44,1,0,0,84663.99,0
11499,27.0,Male,Chennai,Bachelors,46,Two year,Mailed check,100.5,4648.52,2,1,1,67179.38,0
11500,35.0,Female,Mumbai,Bachelors,40,Month-to-month,Electronic check,88.19,3543.68,2,1,0,104143.35,0
11501,34.0,Male,Chennai,High School,21,Two year,Electronic check,28.9,654.24,1,1,1,89630.79,0
